doctor_id	specialty	medication	nb_beneficiaries	spending	log_spending	medication_name	opioid	antibiotic	high_risk	antipsychotic	indication_flag
1326187683	INTERNAL MEDICINE	METFORMIN HCL	223	1883.85	7.541072834132246	METFORMIN HCL	0	0	0	0	not_ctr_indic
1790776409	ENDOCRINOLOGY	METFORMIN HCL	11	30.69	3.4239368686316447	METFORMIN HCL	0	0	0	0	not_ctr_indic
1336254226	ENDOCRINOLOGY	METFORMIN HCL	70	750.56	6.620819594580148	METFORMIN HCL	0	0	0	0	not_ctr_indic
1972571057	INTERNAL MEDICINE	METFORMIN HCL	13	1638.3	7.401414397826217	METFORMIN HCL	0	0	0	0	not_ctr_indic
1427289040	INTERNAL MEDICINE	METFORMIN HCL	38	351.54	5.8623235027847524	METFORMIN HCL	0	0	0	0	not_ctr_indic
1861681025	INTERNAL MEDICINE	METFORMIN HCL	73	406.85	6.008444567142666	METFORMIN HCL	0	0	0	0	not_ctr_indic
1497755052	NURSE PRACTITIONER	METFORMIN HCL	42	480.36	6.174535822792483	METFORMIN HCL	0	0	0	0	not_ctr_indic
1700026069	FAMILY PRACTICE	METFORMIN HCL	59	369.64	5.9125295590198395	METFORMIN HCL	0	0	0	0	not_ctr_indic
1700861333	INTERNAL MEDICINE	METFORMIN HCL	268	2294.2	7.7381394778471675	METFORMIN HCL	0	0	0	0	not_ctr_indic
1699898312	INTERNAL MEDICINE	METFORMIN HCL	21	226.09	5.420933150088225	METFORMIN HCL	0	0	0	0	not_ctr_indic
1083673594	INTERNAL MEDICINE	METFORMIN HCL	14	236.64	5.46653999896249	METFORMIN HCL	0	0	0	0	not_ctr_indic
1548559206	STUDENT IN AN ORGANIZED HEALTH CARE EDUCATION/TRAINING PROGRAM	METFORMIN HCL	17	140.67	4.946416721769604	METFORMIN HCL	0	0	0	0	not_ctr_indic
1407894140	INTERNAL MEDICINE	METFORMIN HCL	26	500.61	6.215827354826921	METFORMIN HCL	0	0	0	0	not_ctr_indic
1447418124	PHYSICIAN ASSISTANT	METFORMIN HCL	41	633.04	6.450533611300938	METFORMIN HCL	0	0	0	0	not_ctr_indic
1073620233	INTERNAL MEDICINE	METFORMIN HCL	66	3458.36	8.148549767244434	METFORMIN HCL	0	0	0	0	not_ctr_indic
1306989975	PSYCHIATRY	METFORMIN HCL	22	181.49	5.20120055576831	METFORMIN HCL	0	0	0	0	not_ctr_indic
1467899294	INTERNAL MEDICINE	METFORMIN HCL	13	47.28	3.856087373097843	METFORMIN HCL	0	0	0	0	not_ctr_indic
1477955078	NURSE PRACTITIONER	METFORMIN HCL	46	240.38	5.482221004524643	METFORMIN HCL	0	0	0	0	not_ctr_indic
1437196854	CARDIOLOGY	METFORMIN HCL	93	373.44	5.922757349098191	METFORMIN HCL	0	0	0	0	not_ctr_indic
1790731602	INTERNAL MEDICINE	METFORMIN HCL	438	4066.66	8.310577302707632	METFORMIN HCL	0	0	0	0	not_ctr_indic
1972559367	FAMILY PRACTICE	METFORMIN HCL	79	527.56	6.268262602957684	METFORMIN HCL	0	0	0	0	not_ctr_indic
1639159528	INTERNAL MEDICINE	METFORMIN HCL	265	2902.37	7.973282923593969	METFORMIN HCL	0	0	0	0	not_ctr_indic
1821054008	INTERNAL MEDICINE	METFORMIN HCL	45	537.73	6.28735657545248	METFORMIN HCL	0	0	0	0	not_ctr_indic
1982656872	INTERNAL MEDICINE	METFORMIN HCL	373	3007.72	8.00893759563066	METFORMIN HCL	0	0	0	0	not_ctr_indic
1669580809	FAMILY PRACTICE	METFORMIN HCL	32	1276.28	7.151704875568912	METFORMIN HCL	0	0	0	0	not_ctr_indic
1538571252	STUDENT IN AN ORGANIZED HEALTH CARE EDUCATION/TRAINING PROGRAM	METFORMIN HCL	29	173.94	5.158710412161619	METFORMIN HCL	0	0	0	0	not_ctr_indic
1750368973	FAMILY PRACTICE	METFORMIN HCL	91	5841.21	8.672693246141842	METFORMIN HCL	0	0	0	0	not_ctr_indic
1801975420	PHYSICIAN ASSISTANT	METFORMIN HCL	18	47.26	3.8556642717587617	METFORMIN HCL	0	0	0	0	not_ctr_indic
1164497749	FAMILY PRACTICE	METFORMIN HCL	20	244.82	5.500523246647367	METFORMIN HCL	0	0	0	0	not_ctr_indic
1104832963	NURSE PRACTITIONER	METFORMIN HCL	52	298.44	5.698568907603313	METFORMIN HCL	0	0	0	0	not_ctr_indic
1427289040	INTERNAL MEDICINE	METFORMIN HCL	28	277.41	5.625496556257657	METFORMIN HCL	0	0	0	0	not_ctr_indic
1053426346	FAMILY PRACTICE	METFORMIN HCL	166	1606.67	7.381918993063181	METFORMIN HCL	0	0	0	0	not_ctr_indic
1669420394	EMERGENCY MEDICINE	METFORMIN HCL	20	85.89	4.453067407778134	METFORMIN HCL	0	0	0	0	not_ctr_indic
1104991686	INTERNAL MEDICINE	METFORMIN HCL	160	1651.72	7.409572448190188	METFORMIN HCL	0	0	0	0	not_ctr_indic
1649531724	STUDENT IN AN ORGANIZED HEALTH CARE EDUCATION/TRAINING PROGRAM	METFORMIN HCL	22	124.22	4.822054187131157	METFORMIN HCL	0	0	0	0	not_ctr_indic
1144291816	FAMILY PRACTICE	METFORMIN HCL	116	780.52	6.659960364226798	METFORMIN HCL	0	0	0	0	not_ctr_indic
1992738769	INTERNAL MEDICINE	METFORMIN HCL	50	252.17	5.530103463243588	METFORMIN HCL	0	0	0	0	not_ctr_indic
1548274509	FAMILY PRACTICE	METFORMIN HCL	302	1333.95	7.195899744513759	METFORMIN HCL	0	0	0	0	not_ctr_indic
1477599751	INTERNAL MEDICINE	METFORMIN HCL	54	204.34	5.319785273163277	METFORMIN HCL	0	0	0	0	not_ctr_indic
1982660338	INTERNAL MEDICINE	METFORMIN HCL	26	184.94	5.220031448149492	METFORMIN HCL	0	0	0	0	not_ctr_indic
1275596132	INTERNAL MEDICINE	METFORMIN HCL	20	131.1	4.875960390769654	METFORMIN HCL	0	0	0	0	not_ctr_indic
1801891437	INTERNAL MEDICINE	METFORMIN HCL	110	726.08	6.587660201591477	METFORMIN HCL	0	0	0	0	not_ctr_indic
1760745582	FAMILY PRACTICE	METFORMIN HCL	18	94.31	4.546587228555794	METFORMIN HCL	0	0	0	0	not_ctr_indic
1669464152	FAMILY PRACTICE	METFORMIN HCL	25	167.61	5.121639852139167	METFORMIN HCL	0	0	0	0	not_ctr_indic
1265480891	CARDIOLOGY	METFORMIN HCL	15	76.1	4.33204826486764	METFORMIN HCL	0	0	0	0	not_ctr_indic
1568574424	EMERGENCY MEDICINE	METFORMIN HCL	57	545.66	6.301996071157408	METFORMIN HCL	0	0	0	0	not_ctr_indic
1760430144	INTERNAL MEDICINE	METFORMIN HCL	93	8722.86	9.073702444780178	METFORMIN HCL	0	0	0	0	not_ctr_indic
1639277254	NURSE PRACTITIONER	METFORMIN HCL	24	136.46	4.9160315313872776	METFORMIN HCL	0	0	0	0	not_ctr_indic
1700873494	FAMILY PRACTICE	METFORMIN HCL	382	6760.86	8.81890537988028	METFORMIN HCL	0	0	0	0	not_ctr_indic
1861764441	INTERNAL MEDICINE	METFORMIN HCL	46	175.09	5.1653001274382255	METFORMIN HCL	0	0	0	0	not_ctr_indic
1508021601	INTERNAL MEDICINE	METFORMIN HCL	60	453.65	6.117325975615638	METFORMIN HCL	0	0	0	0	not_ctr_indic
1336160753	CARDIOLOGY	METFORMIN HCL	18	197.61	5.286295391320711	METFORMIN HCL	0	0	0	0	not_ctr_indic
1588621692	ENDOCRINOLOGY	METFORMIN HCL	22	2900.76	7.97272805060601	METFORMIN HCL	0	0	0	0	not_ctr_indic
1164428165	FAMILY PRACTICE	METFORMIN HCL	202	1229.15	7.1140781525660035	METFORMIN HCL	0	0	0	0	not_ctr_indic
1962637215	STUDENT IN AN ORGANIZED HEALTH CARE EDUCATION/TRAINING PROGRAM	METFORMIN HCL	14	124.74	4.826231571097977	METFORMIN HCL	0	0	0	0	not_ctr_indic
1942497037	PHYSICIAN ASSISTANT	METFORMIN HCL	37	1500.52	7.313566993681963	METFORMIN HCL	0	0	0	0	not_ctr_indic
1538269097	INTERNAL MEDICINE	METFORMIN HCL	45	279.81	5.634110801406882	METFORMIN HCL	0	0	0	0	not_ctr_indic
1235184979	CARDIOLOGY	METFORMIN HCL	216	1711.19	7.444944313898853	METFORMIN HCL	0	0	0	0	not_ctr_indic
1245442821	INTERNAL MEDICINE	METFORMIN HCL	44	815.28	6.703531612520438	METFORMIN HCL	0	0	0	0	not_ctr_indic
1184685281	INTERNAL MEDICINE	METFORMIN HCL	20	321.2	5.7720639820726065	METFORMIN HCL	0	0	0	0	not_ctr_indic
1992781793	FAMILY PRACTICE	METFORMIN HCL	450	2452.52	7.804871346350201	METFORMIN HCL	0	0	0	0	not_ctr_indic
1881664829	INTERNAL MEDICINE	METFORMIN HCL	128	838.12	6.731161288320907	METFORMIN HCL	0	0	0	0	not_ctr_indic
1205837317	INTERNAL MEDICINE	METFORMIN HCL	14	4637.18	8.441861701839477	METFORMIN HCL	0	0	0	0	not_ctr_indic
1770737124	FAMILY PRACTICE	METFORMIN HCL	13	34.73	3.5476038667559826	METFORMIN HCL	0	0	0	0	not_ctr_indic
1477983856	PHYSICIAN ASSISTANT	METFORMIN HCL	28	335.26	5.814906350203132	METFORMIN HCL	0	0	0	0	not_ctr_indic
1336165943	FAMILY PRACTICE	METFORMIN HCL	248	1341.04	7.201200711323023	METFORMIN HCL	0	0	0	0	not_ctr_indic
1629065040	FAMILY PRACTICE	METFORMIN HCL	35	2029.42	7.615505316926016	METFORMIN HCL	0	0	0	0	not_ctr_indic
1134175557	FAMILY PRACTICE	METFORMIN HCL	602	4544.89	8.421758803898454	METFORMIN HCL	0	0	0	0	not_ctr_indic
1497752554	INTERNAL MEDICINE	METFORMIN HCL	17	63.11	4.144879235596148	METFORMIN HCL	0	0	0	0	not_ctr_indic
1922272392	FAMILY PRACTICE	METFORMIN HCL	20	142.97	4.962634818041073	METFORMIN HCL	0	0	0	0	not_ctr_indic
1851539258	PHYSICIAN ASSISTANT	METFORMIN HCL	119	611.41	6.415767765227459	METFORMIN HCL	0	0	0	0	not_ctr_indic
1477540532	FAMILY PRACTICE	METFORMIN HCL	223	1563.74	7.354835666876581	METFORMIN HCL	0	0	0	0	not_ctr_indic
1922369743	INTERNAL MEDICINE	METFORMIN HCL	33	129.1	4.860587297852597	METFORMIN HCL	0	0	0	0	not_ctr_indic
1669695367	FAMILY PRACTICE	METFORMIN HCL	66	467.35	6.147078441628593	METFORMIN HCL	0	0	0	0	not_ctr_indic
1699761833	FAMILY PRACTICE	ALLOPURINOL	30	715.76	6.573344915239341	ALLOPURINOL	0	0	0	0	not_ctr_indic
1336391051	NURSE PRACTITIONER	ALLOPURINOL	11	85.34	4.446643277759854	ALLOPURINOL	0	0	0	0	not_ctr_indic
1992754832	INTERNAL MEDICINE	ALLOPURINOL	19	319.19	5.76578653676411	ALLOPURINOL	0	0	0	0	not_ctr_indic
1326084989	INTERNAL MEDICINE	ALLOPURINOL	40	598.29	6.39407558623324	ALLOPURINOL	0	0	0	0	not_ctr_indic
1831156793	INTERNAL MEDICINE	ALLOPURINOL	11	114.28	4.738651577362572	ALLOPURINOL	0	0	0	0	not_ctr_indic
1871574293	FAMILY PRACTICE	ALLOPURINOL	38	566.64	6.3397241814453675	ALLOPURINOL	0	0	0	0	not_ctr_indic
1720180003	PULMONARY DISEASE	ALLOPURINOL	21	523.11	6.2597917669975125	ALLOPURINOL	0	0	0	0	not_ctr_indic
1770549115	HEMATOLOGY/ONCOLOGY	ALLOPURINOL	126	1490.81	7.307074875390494	ALLOPURINOL	0	0	0	0	not_ctr_indic
1699736538	FAMILY PRACTICE	ALLOPURINOL	161	1554.09	7.348645444308495	ALLOPURINOL	0	0	0	0	not_ctr_indic
1881701936	GENERAL PRACTICE	ALLOPURINOL	45	396.55	5.982802136529329	ALLOPURINOL	0	0	0	0	not_ctr_indic
1699075960	NURSE PRACTITIONER	ALLOPURINOL	13	174.98	5.164671681678119	ALLOPURINOL	0	0	0	0	not_ctr_indic
1710941166	FAMILY PRACTICE	ALLOPURINOL	28	487.08	6.188428380638807	ALLOPURINOL	0	0	0	0	not_ctr_indic
1528015922	INTERNAL MEDICINE	ALLOPURINOL	50	535.97	6.284078189355161	ALLOPURINOL	0	0	0	0	not_ctr_indic
1740377688	FAMILY PRACTICE	ALLOPURINOL	43	719.39	6.578403630692295	ALLOPURINOL	0	0	0	0	not_ctr_indic
1679748537	INTERNAL MEDICINE	ALLOPURINOL	93	1655.54	7.411882518580034	ALLOPURINOL	0	0	0	0	not_ctr_indic
1538368014	FAMILY PRACTICE	ALLOPURINOL	24	128.48	4.855773250198451	ALLOPURINOL	0	0	0	0	not_ctr_indic
1518946920	INTERNAL MEDICINE	ALLOPURINOL	82	1099.76	7.002847253163164	ALLOPURINOL	0	0	0	0	not_ctr_indic
1386649341	FAMILY PRACTICE	ALLOPURINOL	23	508.29	6.231052150838124	ALLOPURINOL	0	0	0	0	not_ctr_indic
1760458715	FAMILY PRACTICE	ALLOPURINOL	25	257.52	5.551097386990553	ALLOPURINOL	0	0	0	0	not_ctr_indic
1184730632	INTERNAL MEDICINE	ALLOPURINOL	31	138.67	4.932097009765773	ALLOPURINOL	0	0	0	0	not_ctr_indic
1619292927	INTERNAL MEDICINE	ALLOPURINOL	27	497.82	6.210238565904249	ALLOPURINOL	0	0	0	0	not_ctr_indic
1609864065	FAMILY PRACTICE	ALLOPURINOL	43	803.35	6.688790484489344	ALLOPURINOL	0	0	0	0	not_ctr_indic
1487687208	FAMILY PRACTICE	ALLOPURINOL	51	888.72	6.789782225273467	ALLOPURINOL	0	0	0	0	not_ctr_indic
1780697920	INTERNAL MEDICINE	ALLOPURINOL	52	721.32	6.581082866839071	ALLOPURINOL	0	0	0	0	not_ctr_indic
1073710828	FAMILY PRACTICE	ALLOPURINOL	237	2721.06	7.908776789256781	ALLOPURINOL	0	0	0	0	not_ctr_indic
1700880796	FAMILY PRACTICE	ALLOPURINOL	39	561.31	6.33027333757424	ALLOPURINOL	0	0	0	0	not_ctr_indic
1932173622	INTERNAL MEDICINE	ALLOPURINOL	89	1864.29	7.530635562543458	ALLOPURINOL	0	0	0	0	not_ctr_indic
1881861102	INTERNAL MEDICINE	ALLOPURINOL	23	429.82	6.06336651639706	ALLOPURINOL	0	0	0	0	not_ctr_indic
1659473650	INTERNAL MEDICINE	ALLOPURINOL	26	180.38	5.195065736737562	ALLOPURINOL	0	0	0	0	not_ctr_indic
1356631303	INTERNAL MEDICINE	ALLOPURINOL	35	285.52	5.654312079181905	ALLOPURINOL	0	0	0	0	not_ctr_indic
1457333619	INTERNAL MEDICINE	ALLOPURINOL	27	279.78	5.634003580048285	ALLOPURINOL	0	0	0	0	not_ctr_indic
1376552075	INTERNAL MEDICINE	ALLOPURINOL	157	2678.34	7.892952478610549	ALLOPURINOL	0	0	0	0	not_ctr_indic
1811932064	NURSE PRACTITIONER	ALLOPURINOL	110	1138.86	7.037783041054958	ALLOPURINOL	0	0	0	0	not_ctr_indic
1992756498	FAMILY PRACTICE	ALLOPURINOL	23	217.52	5.382290800324215	ALLOPURINOL	0	0	0	0	not_ctr_indic
1164485918	FAMILY PRACTICE	ALLOPURINOL	37	459.64	6.1304435743894325	ALLOPURINOL	0	0	0	0	not_ctr_indic
1669403275	INTERNAL MEDICINE	ALLOPURINOL	88	1527.31	7.3312632970570935	ALLOPURINOL	0	0	0	0	not_ctr_indic
1699848648	FAMILY PRACTICE	ALLOPURINOL	36	611.93	6.4166178968855725	ALLOPURINOL	0	0	0	0	not_ctr_indic
1598078917	NURSE PRACTITIONER	ALLOPURINOL	23	180.25	5.1943447761650585	ALLOPURINOL	0	0	0	0	not_ctr_indic
1477558104	FAMILY PRACTICE	ALLOPURINOL	15	213.35	5.362934009634009	ALLOPURINOL	0	0	0	0	not_ctr_indic
1063445260	FAMILY PRACTICE	ALLOPURINOL	19	349.66	5.856961253769503	ALLOPURINOL	0	0	0	0	not_ctr_indic
1477554699	NEPHROLOGY	ALLOPURINOL	83	830.2	6.721666635618939	ALLOPURINOL	0	0	0	0	not_ctr_indic
1205808722	INTERNAL MEDICINE	ALLOPURINOL	47	1058.68	6.964778128078046	ALLOPURINOL	0	0	0	0	not_ctr_indic
1356309892	INTERNAL MEDICINE	ALLOPURINOL	31	574.52	6.3535349095636215	ALLOPURINOL	0	0	0	0	not_ctr_indic
1841256781	INTERNAL MEDICINE	ALLOPURINOL	25	260.99	5.564482092412441	ALLOPURINOL	0	0	0	0	not_ctr_indic
1205078201	FAMILY PRACTICE	ALLOPURINOL	71	3280.0	8.09559870137819	ALLOPURINOL	0	0	0	0	not_ctr_indic
1932394772	PHYSICIAN ASSISTANT	ALLOPURINOL	39	523.82	6.261148113857088	ALLOPURINOL	0	0	0	0	not_ctr_indic
1467456301	RHEUMATOLOGY	ALLOPURINOL	11	282.04	5.6420489048508395	ALLOPURINOL	0	0	0	0	not_ctr_indic
1851429682	INTERNAL MEDICINE	ALLOPURINOL	27	717.24	6.575410512624163	ALLOPURINOL	0	0	0	0	not_ctr_indic
1770564833	FAMILY PRACTICE	ALLOPURINOL	90	970.38	6.877687747359742	ALLOPURINOL	0	0	0	0	not_ctr_indic
1861590580	PHYSICIAN ASSISTANT	ALLOPURINOL	54	556.34	6.321379618145414	ALLOPURINOL	0	0	0	0	not_ctr_indic
1346400116	FAMILY PRACTICE	ALLOPURINOL	17	289.37	5.6677061460735105	ALLOPURINOL	0	0	0	0	not_ctr_indic
1295715217	INTERNAL MEDICINE	ALLOPURINOL	191	3535.62	8.170643951919294	ALLOPURINOL	0	0	0	0	not_ctr_indic
1801875117	CARDIOLOGY	ALLOPURINOL	24	666.07	6.50139477012234	ALLOPURINOL	0	0	0	0	not_ctr_indic
1528042249	HEMATOLOGY/ONCOLOGY	ALLOPURINOL	12	157.81	5.061391777760042	ALLOPURINOL	0	0	0	0	not_ctr_indic
1396745907	FAMILY PRACTICE	ALLOPURINOL	56	699.21	6.549951126298549	ALLOPURINOL	0	0	0	0	not_ctr_indic
1306912266	NURSE PRACTITIONER	ALLOPURINOL	16	331.3	5.80302430930585	ALLOPURINOL	0	0	0	0	not_ctr_indic
1295937795	NURSE PRACTITIONER	ALLOPURINOL	17	186.98	5.231001659263169	ALLOPURINOL	0	0	0	0	not_ctr_indic
1134195449	FAMILY PRACTICE	ALLOPURINOL	64	755.59	6.627498901024161	ALLOPURINOL	0	0	0	0	not_ctr_indic
1538225610	FAMILY PRACTICE	ALLOPURINOL	31	320.25	5.769101940776844	ALLOPURINOL	0	0	0	0	not_ctr_indic
1174684153	GENERAL PRACTICE	ALLOPURINOL	14	154.84	5.042392325709447	ALLOPURINOL	0	0	0	0	not_ctr_indic
1538271747	NURSE PRACTITIONER	ALLOPURINOL	16	527.54	6.2682246918592055	ALLOPURINOL	0	0	0	0	not_ctr_indic
1043419930	FAMILY PRACTICE	ALLOPURINOL	24	321.62	5.773370724425878	ALLOPURINOL	0	0	0	0	not_ctr_indic
1114921988	INTERNAL MEDICINE	ALLOPURINOL	104	1935.65	7.568198466368955	ALLOPURINOL	0	0	0	0	not_ctr_indic
1821014721	INTERNAL MEDICINE	ALLOPURINOL	12	227.71	5.428072889540573	ALLOPURINOL	0	0	0	0	not_ctr_indic
1962439646	INTERNAL MEDICINE	ALLOPURINOL	48	685.43	6.530046378543905	ALLOPURINOL	0	0	0	0	not_ctr_indic
1942210786	CARDIOLOGY	ALLOPURINOL	26	815.88	6.7042672853263685	ALLOPURINOL	0	0	0	0	not_ctr_indic
1407844939	INTERNAL MEDICINE	ALLOPURINOL	43	507.98	6.23044207672472	ALLOPURINOL	0	0	0	0	not_ctr_indic
1306060371	OBSTETRICS/GYNECOLOGY	ALLOPURINOL	11	219.26	5.390258240246394	ALLOPURINOL	0	0	0	0	not_ctr_indic
1932104015	INTERNAL MEDICINE	ALLOPURINOL	43	589.05	6.378511069692128	ALLOPURINOL	0	0	0	0	not_ctr_indic
1255499281	FAMILY PRACTICE	ALLOPURINOL	14	322.18	5.775110395569819	ALLOPURINOL	0	0	0	0	not_ctr_indic
1104002765	FAMILY PRACTICE	ALLOPURINOL	105	1169.23	7.0641006914778774	ALLOPURINOL	0	0	0	0	not_ctr_indic
1396060604	INTERNAL MEDICINE	ALLOPURINOL	32	610.88	6.414900540537383	ALLOPURINOL	0	0	0	0	not_ctr_indic
1538148804	INTERNAL MEDICINE	LOSARTAN POTASSIUM	146	1056.47	6.9626884410069465	LOSARTAN POTASSIUM	0	0	0	0	not_ctr_indic
1568468163	FAMILY PRACTICE	LOSARTAN POTASSIUM	93	852.99	6.748747824093535	LOSARTAN POTASSIUM	0	0	0	0	not_ctr_indic
1710976089	INTERNAL MEDICINE	LOSARTAN POTASSIUM	112	1532.96	7.334955785902563	LOSARTAN POTASSIUM	0	0	0	0	not_ctr_indic
1245201987	ENDOCRINOLOGY	LOSARTAN POTASSIUM	48	431.63	6.0675687397728035	LOSARTAN POTASSIUM	0	0	0	0	not_ctr_indic
1033190038	CARDIOLOGY	LOSARTAN POTASSIUM	46	329.28	5.796908452645685	LOSARTAN POTASSIUM	0	0	0	0	not_ctr_indic
1700852332	INTERNAL MEDICINE	LOSARTAN POTASSIUM	20	100.09	4.606069781230928	LOSARTAN POTASSIUM	0	0	0	0	not_ctr_indic
1427361765	NEPHROLOGY	LOSARTAN POTASSIUM	35	159.24	5.070412498132116	LOSARTAN POTASSIUM	0	0	0	0	not_ctr_indic
